Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09894318878650665,469033600
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09378127008676529,175884800
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08689792454242706,105728000
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08904875069856644,86441600
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.0916304662823677,73449600
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.09722261130809784,48630400
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10195435583591461,37363200
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10625670105218887,46950400
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11184879392385483,48003200
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.12217351794242859,55574400
1980-12-29,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.12389414012432098,93161600
1980-12-30,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,0.12088298052549362,68880000
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.11744167655706406,35750400
1981-01-02,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.11873220652341843,21660800
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,0.11615123599767685,35728000
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11098845303058624,45158400
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10625670105218887,55686400
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10410591214895248,39827200
1981-01-09,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10969797521829605,21504000
1981-01-12,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.10883769392967224,23699200
1981-01-13,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10496625304222107,23049600
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.10539641231298447,14291200
1981-01-15,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,0.10754723101854324,14067200
1981-01-16,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10668689757585526,13395200
1981-01-19,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,0.11313924938440323,41574400
1981-01-20,0.14285700023174286,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.10969797521829605,30083200
1981-01-21,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,0.11184879392385483,15904000
1981-01-22,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,0.11313924938440323,35548800
1981-01-23,0.14676299691200256,0.14732100069522858,0.14620499312877655,0.14620499312877655,0.1127091646194458,11222400
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11098845303058624,24640000
1981-01-27,0.1439729928970337,0.1439729928970337,0.14285700023174286,0.14285700023174286,0.11012816429138184,23699200
1981-01-28,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,0.10668689757585526,28156800
1981-01-29,0.13392899930477142,0.13392899930477142,0.1333709955215454,0.1333709955215454,0.1028154194355011,43904000
1981-01-30,0.12723200023174286,0.12723200023174286,0.12611599266529083,0.12611599266529083,0.09722261130809784,46188800
1981-02-02,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.0916304662823677,23766400
1981-02-03,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.12332600355148315,0.09507180750370026,19152000
